Especes;Espece_nurse;Deglaciated_area;Site;Life_Form;RII;Hauteur;Longueur;Largeur;Densite;Volume_canopy;Surface;Site_Nurse;log_Volume_canopy
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.739574311210261;1.5;18;11;90;155.508836352695;324;Gébroulaz (FR).Leucanthemopsis alpina;5.38605663842015
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.642791480283123;2;17;16;80;284.837733925475;289;Gébroulaz (FR).Leucanthemopsis alpina;5.85125256609778
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.689182809419795;2;20;27;85;565.486677646163;400;Gébroulaz (FR).Leucanthemopsis alpina;6.44304725239744
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.70266951910098;2;17;11;85;195.825942073764;289;Gébroulaz (FR).Leucanthemopsis alpina;5.55550593380927
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.691239805009978;2;18;14;85;263.893782901543;324;Gébroulaz (FR).Leucanthemopsis alpina;5.78912078499077
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.665720163048354;3;16;19;85;477.522083345649;256;Gébroulaz (FR).Leucanthemopsis alpina;6.29222436266285
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.746602488724875;2;36;26;75;980.176907920015;1296;Gébroulaz (FR).Leucanthemopsis alpina;6.94986485476589
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.666293436932273;2.5;18;12;95;282.743338823081;324;Gébroulaz (FR).Leucanthemopsis alpina;5.84521025164182
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.77194757454678;1.5;22;16;60;276.460153515902;484;Gébroulaz (FR).Leucanthemopsis alpina;5.82686111297362
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.667890683900307;3.5;23;25;65;1053.74253589158;529;Gébroulaz (FR).Leucanthemopsis alpina;7.01802069598718
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.736269871564102;2.5;20;25;85;654.498469497874;400;Gébroulaz (FR).Leucanthemopsis alpina;6.57553643544352
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.785358658487983;2.5;13;12;90;204.203522483337;169;Gébroulaz (FR).Leucanthemopsis alpina;5.58738114233972
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.601583353797311;2.5;19;15;75;373.064127613788;361;Gébroulaz (FR).Leucanthemopsis alpina;6.07740363847594
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.657086950512059;3;15;9;90;212.057504117311;225;Gébroulaz (FR).Leucanthemopsis alpina;5.61636867921297
Achillea nana;Leucanthemopsis alpina;B;Gébroulaz (FR);Herb;0.664360322033245;2.5;21;10;90;274.889357189107;441;Gébroulaz (FR).Leucanthemopsis alpina;5.82222073341712
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.0134099608885738;2.5;48;43;78;2701.76968208722;2304;Gébroulaz (FR).Salix serpyllifolia;7.92465179332165
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.0594201268628812;2;15;13;50;204.203522483337;225;Gébroulaz (FR).Salix serpyllifolia;5.58738114233972
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.178030251837316;2.5;42;43;85;2364.04847182632;1764;Gébroulaz (FR).Salix serpyllifolia;7.7943618946213
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.167230827220854;2.5;61;58;65;4631.23117016695;3721;Gébroulaz (FR).Salix serpyllifolia;8.45405380266058
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;0.0207981864944321;1.5;16;30;95;376.991118430775;256;Gébroulaz (FR).Salix serpyllifolia;6.0863723084587
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.0605394104960013;15;35;32;85;8796.45943005142;1225;Gébroulaz (FR).Salix serpyllifolia;9.08922204978156
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.134272902491078;1.5;20;30;85;471.238898038469;400;Gébroulaz (FR).Salix serpyllifolia;6.28052832289966
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.0538033485800586;1.5;71;82;80;4572.58810729994;5041;Gébroulaz (FR).Salix serpyllifolia;8.44148208023239
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;0.0155262541665524;2;24;18;90;452.38934211693;576;Gébroulaz (FR).Salix serpyllifolia;6.2445963136736
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;0.0495521922711707;1.5;17;20;80;267.035375555132;289;Gébroulaz (FR).Salix serpyllifolia;5.79869023600692
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.0667309373723875;1.5;43;44;80;1485.97332514797;1849;Gébroulaz (FR).Salix serpyllifolia;7.34523905989209
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.058070949930524;2;22;19;80;437.728576400178;484;Gébroulaz (FR).Salix serpyllifolia;6.21572832967275
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.133365635051817;1.5;32;26;75;653.451271946677;1024;Gébroulaz (FR).Salix serpyllifolia;6.57407551480384
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.022202613050514;1.5;29;22;85;501.084028247572;841;Gébroulaz (FR).Salix serpyllifolia;6.33490509377773
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.0772072245900835;3;32;33;85;1658.76092109541;1024;Gébroulaz (FR).Salix serpyllifolia;7.45100517279741
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.0224349746300166;2;25;31;55;811.578102177363;625;Gébroulaz (FR).Salix serpyllifolia;6.77354932203215
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.00996561393063659;2;59;44;75;2718.52484290637;3481;Gébroulaz (FR).Salix serpyllifolia;7.93069410777762
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;0.00654769530641856;3;38;50;65;2984.5130209103;1444;Gébroulaz (FR).Salix serpyllifolia;8.02202595734683
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.0756537995624381;1.5;23;27;85;487.732259469815;529;Gébroulaz (FR).Salix serpyllifolia;6.3109434117641
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.019959724627179;1.5;69;54;85;2926.39355681889;4761;Gébroulaz (FR).Salix serpyllifolia;8.0027695725856
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.131057914745745;2.5;40;20;60;1047.1975511966;1600;Gébroulaz (FR).Salix serpyllifolia;7.01214178428741
Achillea nana;Salix serpillifolia;B;Gébroulaz (FR);Dwarf shrub;-0.0844304312110523;3;31;33;90;1606.92464231118;961;Gébroulaz (FR).Salix serpyllifolia;7.4204330836314
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0369369875370378;6.5;46;45;80;7045.02152567511;2116;Gébroulaz (FR).Saxifraga bryoides;8.86895556142348
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;-0.0412280152514679;3;24;19;85;716.283125018473;576;Gébroulaz (FR).Saxifraga bryoides;6.65815863201438
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0812884975904765;4;24;20;95;1005.30964914873;576;Gébroulaz (FR).Saxifraga bryoides;6.9736755034596
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0897822972558764;4.5;29;26;85;1776.57064560503;841;Gébroulaz (FR).Saxifraga bryoides;7.51719606888717
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0614295023184304;3.5;23;23;80;969.44313302025;529;Gébroulaz (FR).Saxifraga bryoides;6.93952036993903
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.11739052903084;4;54;60;90;6785.84013175395;2916;Gébroulaz (FR).Saxifraga bryoides;8.83181004163253
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.043147125892035;1.5;25;26;98;510.508806208341;625;Gébroulaz (FR).Saxifraga bryoides;6.35148005887195
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.011068315024899;2.5;25;25;85;818.123086872342;625;Gébroulaz (FR).Saxifraga bryoides;6.78100647814023
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.1011232685403;5;32;27;98;2261.94671058465;1024;Gébroulaz (FR).Saxifraga bryoides;7.75138007204762
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0389127084365301;5;21;17;85;934.623814442963;441;Gébroulaz (FR).Saxifraga bryoides;6.90520770418215
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.151687430331926;4;32;15;80;1005.30964914873;1024;Gébroulaz (FR).Saxifraga bryoides;6.9736755034596
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0579100571151965;5;62;68;95;11037.4621896121;3844;Gébroulaz (FR).Saxifraga bryoides;9.31472687728145
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.112264761415974;4;40;29;70;2429.49831877611;1600;Gébroulaz (FR).Saxifraga bryoides;7.82097336384681
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0955786305060611;2.5;35;36;75;1649.33614313464;1225;Gébroulaz (FR).Saxifraga bryoides;7.44551568051264
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0402904202018449;5;28;27;80;1979.20337176157;784;Gébroulaz (FR).Saxifraga bryoides;7.62170224873908
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.158268743235463;4;30;21;90;1319.46891450771;900;Gébroulaz (FR).Saxifraga bryoides;7.2315046127617
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.11162733253173;3;35;33;90;1814.26975744811;1225;Gébroulaz (FR).Saxifraga bryoides;7.53748416965507
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.083970399575844;2;23;17;65;409.45424251787;529;Gébroulaz (FR).Saxifraga bryoides;6.15758493668397
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0933099046104369;1.5;26;24;70;490.088453960008;676;Gébroulaz (FR).Saxifraga bryoides;6.31521388088755
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.113446808048627;2.5;53;42;90;2913.82718620453;2809;Gébroulaz (FR).Saxifraga bryoides;7.99855682280598
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0839740115748178;2.5;43;34;85;1913.75352481178;1849;Gébroulaz (FR).Saxifraga bryoides;7.58912607830447
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;-0.070172136911783;3.5;30;19;85;1044.57955731861;900;Gébroulaz (FR).Saxifraga bryoides;7.00978050810173
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0937265149223967;8;43;38;70;6844.48319462096;1849;Gébroulaz (FR).Saxifraga bryoides;8.84033628086078
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0611206351088149;4;43;34;95;3062.00563969885;1849;Gébroulaz (FR).Saxifraga bryoides;8.04713755850494
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0887438954891442;4;37;20;90;1549.85237577096;1369;Gébroulaz (FR).Saxifraga bryoides;7.38565529258896
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.108573553614139;4.5;30;23;85;1625.77419823272;900;Gébroulaz (FR).Saxifraga bryoides;7.43165864585122
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.149469208610498;2;24;23;95;578.053048260522;576;Gébroulaz (FR).Saxifraga bryoides;6.46284987969362
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0431177642721405;3;20;21;95;659.734457253857;400;Gébroulaz (FR).Saxifraga bryoides;6.5828091947726
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.144609498848071;4;21;24;75;1055.57513160617;441;Gébroulaz (FR).Saxifraga bryoides;7.01966061670143
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.0962747732334674;3.5;37;35;95;2373.21145039929;1369;Gébroulaz (FR).Saxifraga bryoides;7.79813040513775
Achillea nana;Saxifraga bryoides;B;Gébroulaz (FR);Cushion;0.131407672180745;5;13;12;90;408.407044966673;169;Gébroulaz (FR).Saxifraga bryoides;6.15536517994566
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.924900073160288;5;37;33;85;3196.57052502761;1369;Gébroulaz (FR).Saxifraga oppositifolia;8.08929913795425
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.914907552889099;3.5;25;21;90;962.112750161874;625;Gébroulaz (FR).Saxifraga oppositifolia;6.9323938444863
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.826707697817363;4.5;25;24;95;1413.71669411541;625;Gébroulaz (FR).Saxifraga oppositifolia;7.29746258055351
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.87435432541522;3.5;21;21;80;808.174710135974;441;Gébroulaz (FR).Saxifraga oppositifolia;6.76964951207988
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.910039552845733;3;19;17;95;507.367213554752;361;Gébroulaz (FR).Saxifraga oppositifolia;6.34598553955431
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.831187476857138;5.5;14;15;80;604.756585816035;196;Gébroulaz (FR).Saxifraga oppositifolia;6.50367187421387
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.851722204017063;4;28;24;90;1407.43350880823;784;Gébroulaz (FR).Saxifraga oppositifolia;7.29319818176705
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.90791346962984;3;23;20;95;722.566310325652;529;Gébroulaz (FR).Saxifraga oppositifolia;6.66619080371165
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.917272581637485;2.5;20;22;95;575.958653158129;400;Gébroulaz (FR).Saxifraga oppositifolia;6.45957655434865
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.902052024172764;6;25;38;75;2984.5130209103;625;Gébroulaz (FR).Saxifraga oppositifolia;8.02202595734683
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.834574829875271;2.5;30;31;70;1217.36715326604;900;Gébroulaz (FR).Saxifraga oppositifolia;7.15477081853031
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.823874599813363;3.5;24;29;85;1275.48661735746;576;Gébroulaz (FR).Saxifraga oppositifolia;7.19916923211877
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.954498995236002;4;50;33;75;3455.75191894877;2500;Gébroulaz (FR).Saxifraga oppositifolia;8.16581385013854
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.891759716622357;2.5;19;22;80;547.160720500222;361;Gébroulaz (FR).Saxifraga oppositifolia;6.41344678262115
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.883285656203735;3.5;23;20;85;842.994028713261;529;Gébroulaz (FR).Saxifraga oppositifolia;6.80884710411317
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.872818817868801;2;35;16;85;586.430628670095;1225;Gébroulaz (FR).Saxifraga oppositifolia;6.47583707522043
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.819147199987729;4;28;26;98;1524.71963454225;784;Gébroulaz (FR).Saxifraga oppositifolia;7.36994816338361
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.909463489647775;4;19;18;95;716.283125018473;361;Gébroulaz (FR).Saxifraga oppositifolia;6.65815863201438
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.868006652458429;3;30;32;95;1507.9644737231;900;Gébroulaz (FR).Saxifraga oppositifolia;7.35933798427159
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.869725809429159;2;17;14;95;249.23301718479;289;Gébroulaz (FR).Saxifraga oppositifolia;5.74321108368669
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.925530961174313;4;15;14;85;439.822971502571;225;Gébroulaz (FR).Saxifraga oppositifolia;6.21990370108323
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.919952300271168;3;33;20;85;1036.72557568463;1089;Gébroulaz (FR).Saxifraga oppositifolia;7.00266304033286
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.948469463542469;6;26;25;90;2042.03522483337;676;Gébroulaz (FR).Saxifraga oppositifolia;7.65200759823441
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.855054948593022;3.5;16;17;90;498.46603436958;256;Gébroulaz (FR).Saxifraga oppositifolia;6.33025175825209
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.911381072782071;5;17;16;95;712.094334813686;289;Gébroulaz (FR).Saxifraga oppositifolia;6.65276778337951
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.948419167565255;2.5;20;24;85;628.318530717959;400;Gébroulaz (FR).Saxifraga oppositifolia;6.53835743220176
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.82332420077336;5;28;22;85;1612.68422884276;784;Gébroulaz (FR).Saxifraga oppositifolia;7.42387650540916
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.835824015401863;4;36;38;70;2865.13250007389;1296;Gébroulaz (FR).Saxifraga oppositifolia;7.98206270053499
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.822276710703067;3;25;26;90;1021.01761241668;625;Gébroulaz (FR).Saxifraga oppositifolia;6.98827430288076
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.805902944770636;4;33;29;45;2004.33611299029;1089;Gébroulaz (FR).Saxifraga oppositifolia;7.63393481717472
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.882862772407813;3;24;20;85;753.98223686155;576;Gébroulaz (FR).Saxifraga oppositifolia;6.70541151686493
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.911523861728215;2.5;25;23;90;752.673239922555;625;Gébroulaz (FR).Saxifraga oppositifolia;6.70380766728295
Achillea nana;Saxifraga oppositifolia;B;Gébroulaz (FR);Cushion;0.93891191352568;3;17;12;90;320.442450666159;289;Gébroulaz (FR).Saxifraga oppositifolia;5.94875093058266
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.500916797632761;4;23;20;95;963.42174710087;529;Gébroulaz (FR).Silene acaulis;6.93367016884591
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.398518810932383;2.5;41;37;95;1985.74835645655;1681;Gébroulaz (FR).Silene acaulis;7.62490225146975
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.541103338358012;3.6;15;12;90;339.292006587698;225;Gébroulaz (FR).Silene acaulis;5.99676014976902
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.415340572836484;7;19;20;95;1392.77274309147;361;Gébroulaz (FR).Silene acaulis;7.28317662330602
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.453954933897179;8;45;46;98;8670.79572390783;2025;Gébroulaz (FR).Silene acaulis;9.07493609253408
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.427566449180932;4;22;24;90;1105.84061406361;484;Gébroulaz (FR).Silene acaulis;7.06362374012255
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.442561734676627;4.5;39;40;90;3675.66340470006;1521;Gébroulaz (FR).Silene acaulis;8.22643847195498
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.45808889499945;3;20;18;95;565.486677646163;400;Gébroulaz (FR).Silene acaulis;6.44304725239744
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.454637291174225;4.5;28;30;95;1979.20337176157;784;Gébroulaz (FR).Silene acaulis;7.62170224873908
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.447424615731005;7;15;16;90;879.645943005142;225;Gébroulaz (FR).Silene acaulis;6.8485123605056
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.454082879671477;3;13;14;95;285.884931476671;169;Gébroulaz (FR).Silene acaulis;5.85426008716173
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.424407481482042;4;19;18;95;716.283125018473;361;Gébroulaz (FR).Silene acaulis;6.65815863201438
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.42346838673998;2.5;21;21;95;577.267650097124;441;Gébroulaz (FR).Silene acaulis;6.46162363797037
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.365624289278634;9;19;14;95;1253.49546878233;361;Gébroulaz (FR).Silene acaulis;7.18260080577154
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.429562556930684;5;20;14;98;733.038285837618;400;Gébroulaz (FR).Silene acaulis;6.67943603046167
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.423046730380485;4;13;11;98;299.498499642227;169;Gébroulaz (FR).Silene acaulis;5.89255637223902
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.583773793291615;4;23;27;85;1300.61935858617;529;Gébroulaz (FR).Silene acaulis;7.2177744199498
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.380573431714889;6;33;31;65;3213.84928462236;1089;Gébroulaz (FR).Silene acaulis;8.09458634085017
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.455542054202305;7;30;33;80;3628.53951489621;900;Gébroulaz (FR).Silene acaulis;8.21375331242766
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.373997989908561;4.5;26;24;95;1470.26536188002;676;Gébroulaz (FR).Silene acaulis;7.33504529170255
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.375157456202535;2.5;45;37;90;2179.47990342792;2025;Gébroulaz (FR).Silene acaulis;7.71526264681962
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.454914362584225;2;18;17;95;320.442450666159;324;Gébroulaz (FR).Silene acaulis;5.94875093058266
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.398847286530173;3;17;17;100;453.960138443725;289;Gébroulaz (FR).Silene acaulis;6.24764045605483
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.44858811255914;3.5;18;16;95;527.787565803085;324;Gébroulaz (FR).Silene acaulis;6.38117184867935
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.427266299203084;6;41;44;95;5667.43314707599;1681;Gébroulaz (FR).Silene acaulis;8.65351705648368
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.4179956629519;5;27;28;90;1979.20337176157;729;Gébroulaz (FR).Silene acaulis;7.62170224873908
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.34744535100342;4;29;25;80;1518.43644923507;841;Gébroulaz (FR).Silene acaulis;7.36598252699026
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.387441845756376;5;15;17;98;667.588438887831;225;Gébroulaz (FR).Silene acaulis;6.59362011087681
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.457655065330272;3;21;14;65;461.8141200777;441;Gébroulaz (FR).Silene acaulis;6.26272369826616
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.477060272995552;1.5;23;22;90;397.411470679109;529;Gébroulaz (FR).Silene acaulis;6.13175531430652
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.424035375596701;4.5;33;30;85;2332.63254529042;1089;Gébroulaz (FR).Silene acaulis;7.78133239433097
Achillea nana;Silene acaulis;B;Gébroulaz (FR);Cushion;0.448682387477643;3;19;14;95;417.831822927442;361;Gébroulaz (FR).Silene acaulis;6.17516780724184
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;36;59;51;80;56718.3137679101;3481;Uruashraju (PE).Cinnagrostis rigida;10.9469596063113
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;29;25;18;90;6832.9640215578;625;Uruashraju (PE).Cinnagrostis rigida;8.83866721135867
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;37;48;51;95;47425.4826985915;2304;Uruashraju (PE).Cinnagrostis rigida;10.7682389503188
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;42;69;55;90;83456.4088426129;4761;Uruashraju (PE).Cinnagrostis rigida;11.3328323117878
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;32;51;38;85;32471.5016675041;2601;Uruashraju (PE).Cinnagrostis rigida;10.3900512267208
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;23;45;25;85;13548.118318606;2025;Uruashraju (PE).Cinnagrostis rigida;9.51862990743916
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;29;40;28;85;17006.4882314327;1600;Uruashraju (PE).Cinnagrostis rigida;9.74503798397614
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;45;36;40;85;33929.2006587698;1296;Uruashraju (PE).Cinnagrostis rigida;10.4338814382499
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;62;55;50;90;89273.5912395099;3025;Uruashraju (PE).Cinnagrostis rigida;11.400164557084
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;26;94;73;90;93416.3047520437;8836;Uruashraju (PE).Cinnagrostis rigida;11.4454935524646
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;29;73;55;80;60965.2234367879;5329;Uruashraju (PE).Cinnagrostis rigida;11.019088960208
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;28;92;90;80;121391.14013471;8464;Uruashraju (PE).Cinnagrostis rigida;11.7072906386117
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;42;52;50;95;57176.9862953342;2704;Uruashraju (PE).Cinnagrostis rigida;10.9550050566633
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;38;39;56;90;43454.509584454;1521;Uruashraju (PE).Cinnagrostis rigida;10.6809147913717
Agrostis tolucensis;Cinnagrostis rigida;B;Uruashraju (PE);Tussock grass;0.595221363316936;26;70;61;85;58129.9360669231;4900;Uruashraju (PE).Cinnagrostis rigida;10.9715163634553
