Especes;Espece_nurse;Deglaciated_area;Site;Life_Form;RII;Hauteur;Longueur;Largeur;Densite;Volume_canopy;Surface;Site_Nurse;log_Volume_canopy
Cerastium arvense;Silene acaulis;B;Gébroulaz (FR);Cushion;0.687924100976084;3;21;14;65;461.8141200777;441;Gébroulaz (FR).Silene acaulis;6.26272369826616
Cerastium arvense;Silene acaulis;B;Gébroulaz (FR);Cushion;0.684895422065591;3.6;15;12;90;339.292006587698;225;Gébroulaz (FR).Silene acaulis;5.99676014976902
Cerastium arvense;Silene acaulis;B;Gébroulaz (FR);Cushion;0.694680362654671;2.5;41;37;95;1985.74835645655;1681;Gébroulaz (FR).Silene acaulis;7.62490225146975
Cerastium arvense;Silene acaulis;B;Gébroulaz (FR);Cushion;0.72608980763695;4.5;39;40;90;3675.66340470006;1521;Gébroulaz (FR).Silene acaulis;8.22643847195498
Cerastium arvense;Silene acaulis;B;Gébroulaz (FR);Cushion;0.667316609258146;5;15;17;98;667.588438887831;225;Gébroulaz (FR).Silene acaulis;6.59362011087681
Cerastium arvense;Silene acaulis;B;Gébroulaz (FR);Cushion;0.663904691838969;2.5;45;37;90;2179.47990342792;2025;Gébroulaz (FR).Silene acaulis;7.71526264681962
Cerastium arvense;Silene acaulis;B;Gébroulaz (FR);Cushion;0.645623035596745;4;22;24;90;1105.84061406361;484;Gébroulaz (FR).Silene acaulis;7.06362374012255
Cerastium arvense;Silene acaulis;B;Gébroulaz (FR);Cushion;0.640993275270937;7;15;16;90;879.645943005142;225;Gébroulaz (FR).Silene acaulis;6.8485123605056
Cerastium arvense;Silene acaulis;B;Gébroulaz (FR);Cushion;0.705221138001463;6;33;31;65;3213.84928462236;1089;Gébroulaz (FR).Silene acaulis;8.09458634085017
Cerastium arvense;Silene acaulis;B;Gébroulaz (FR);Cushion;0.76624975071879;7;30;33;80;3628.53951489621;900;Gébroulaz (FR).Silene acaulis;8.21375331242766
Cerastium arvense;Silene acaulis;B;Gébroulaz (FR);Cushion;0.640438160991309;4;23;27;85;1300.61935858617;529;Gébroulaz (FR).Silene acaulis;7.2177744199498
Cerastium arvense;Silene acaulis;B;Gébroulaz (FR);Cushion;0.679459118121558;3.5;18;16;95;527.787565803085;324;Gébroulaz (FR).Silene acaulis;6.38117184867935
Deyeuxia nitidula;Epilobium denticulatum;A;Glacier 10 (BO);Herb;0.0244542060318327;12;30;28;40;5277.87565803085;900;Glacier 10 (BO).Epilobium denticulatum;8.58311341589371
Deyeuxia nitidula;Epilobium denticulatum;A;Glacier 10 (BO);Herb;0.121358586197653;12;42;40;25;10555.7513160617;1764;Glacier 10 (BO).Epilobium denticulatum;9.27036087432646
Deyeuxia nitidula;Epilobium denticulatum;A;Glacier 10 (BO);Herb;0.0600851708692222;12;41;33;40;8501.14972061398;1681;Glacier 10 (BO).Epilobium denticulatum;9.05532049810588
Deyeuxia nitidula;Epilobium denticulatum;A;Glacier 10 (BO);Herb;0.0849044624316498;13;37;25;20;6296.27527656954;1369;Glacier 10 (BO).Epilobium denticulatum;8.75764325805762
Deyeuxia nitidula;Epilobium denticulatum;A;Glacier 10 (BO);Herb;0.0933556734910875;20;50;45;20;23561.9449019234;2500;Glacier 10 (BO).Epilobium denticulatum;10.0700513027933
Deyeuxia nitidula;Epilobium denticulatum;A;Glacier 10 (BO);Herb;0.0232403130409067;14;33;24;25;5805.66322383394;1089;Glacier 10 (BO).Epilobium denticulatum;8.67735350463819
Deyeuxia nitidula;Epilobium denticulatum;A;Glacier 10 (BO);Herb;0.0707170496990936;14;40;24;20;7037.16754404114;1600;Glacier 10 (BO).Epilobium denticulatum;8.86784997811573
Deyeuxia nitidula;Epilobium denticulatum;A;Glacier 10 (BO);Herb;0.0645371332499022;16;45;39;25;14702.6536188002;2025;Glacier 10 (BO).Epilobium denticulatum;9.60004767354755
Deyeuxia nitidula;Epilobium denticulatum;A;Glacier 10 (BO);Herb;0.109722042226006;7;30;22;30;2419.02634326414;900;Glacier 10 (BO).Epilobium denticulatum;7.81676283131047
Deyeuxia nitidula;Epilobium denticulatum;A;Glacier 10 (BO);Herb;0.0142920294293132;12;45;20;25;5654.86677646163;2025;Glacier 10 (BO).Epilobium denticulatum;8.65132166592024
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;16;23;18;70;3468.31828956313;529;Glacier 10 (BO).Festuca dolichophylla;8.16937891630304
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;46;43;45;80;46605.5270160046;1849;Glacier 10 (BO).Festuca dolichophylla;10.7508216737461
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;20;22;20;85;4607.66922526503;484;Glacier 10 (BO).Festuca dolichophylla;8.4490216421954
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;40;50;59;80;61784.6555205993;2500;Glacier 10 (BO).Festuca dolichophylla;11.0324267524792
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;21;25;19;80;5222.89778659303;625;Glacier 10 (BO).Festuca dolichophylla;8.57276594736828
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;30;53;33;70;27473.2277556427;2809;Glacier 10 (BO).Festuca dolichophylla;10.2232516832047
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;27;25;14;70;4948.00842940392;625;Glacier 10 (BO).Festuca dolichophylla;8.51935890106834
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;30;33;30;80;15550.8836352695;1089;Glacier 10 (BO).Festuca dolichophylla;9.65590500494008
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;57;56;55;60;91923.0010440373;3136;Glacier 10 (BO).Festuca dolichophylla;11.4293898539246
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;50;93;64;80;155822.995618054;8649;Glacier 10 (BO).Festuca dolichophylla;11.9568791430952
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;20;24;18;80;4523.8934211693;576;Glacier 10 (BO).Festuca dolichophylla;8.43092160055178
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;45;47;42;75;46511.2792363969;2209;Glacier 10 (BO).Festuca dolichophylla;10.7488001097153
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;75;70;75;80;206167.01789183;4900;Glacier 10 (BO).Festuca dolichophylla;12.2367466012176
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;39;50;44;85;44924.774946334;2500;Glacier 10 (BO).Festuca dolichophylla;10.714142326364
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;23;25;15;74;4516.03943953533;625;Glacier 10 (BO).Festuca dolichophylla;8.42920780407405
Deyeuxia nitidula;Festuca dolichophylla;B;Glacier 10 (BO);Tussock grass;-0.358288770053476;24;22;18;75;4976.28276328623;484;Glacier 10 (BO).Festuca dolichophylla;8.52498567427586
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;16;23;18;70;3468.31828956313;529;Glacier 10 (BO).Festuca dolichophylla;8.16937891630304
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;46;43;45;80;46605.5270160046;1849;Glacier 10 (BO).Festuca dolichophylla;10.7508216737461
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;20;22;20;85;4607.66922526503;484;Glacier 10 (BO).Festuca dolichophylla;8.4490216421954
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;40;50;59;80;61784.6555205993;2500;Glacier 10 (BO).Festuca dolichophylla;11.0324267524792
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;21;25;19;80;5222.89778659303;625;Glacier 10 (BO).Festuca dolichophylla;8.57276594736828
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;30;53;33;70;27473.2277556427;2809;Glacier 10 (BO).Festuca dolichophylla;10.2232516832047
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;27;25;14;70;4948.00842940392;625;Glacier 10 (BO).Festuca dolichophylla;8.51935890106834
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;30;33;30;80;15550.8836352695;1089;Glacier 10 (BO).Festuca dolichophylla;9.65590500494008
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;57;56;55;60;91923.0010440373;3136;Glacier 10 (BO).Festuca dolichophylla;11.4293898539246
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;50;93;64;80;155822.995618054;8649;Glacier 10 (BO).Festuca dolichophylla;11.9568791430952
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;20;24;18;80;4523.8934211693;576;Glacier 10 (BO).Festuca dolichophylla;8.43092160055178
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;45;47;42;75;46511.2792363969;2209;Glacier 10 (BO).Festuca dolichophylla;10.7488001097153
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;75;70;75;80;206167.01789183;4900;Glacier 10 (BO).Festuca dolichophylla;12.2367466012176
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;39;50;44;85;44924.774946334;2500;Glacier 10 (BO).Festuca dolichophylla;10.714142326364
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;23;25;15;74;4516.03943953533;625;Glacier 10 (BO).Festuca dolichophylla;8.42920780407405
Deyeuxia nitidula;Festuca dolichophylla;A;Glacier 10 (BO);Tussock grass;0.38728323699422;24;22;18;75;4976.28276328623;484;Glacier 10 (BO).Festuca dolichophylla;8.52498567427586
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;65;130;86;50;380499.230227284;16900;Glacier 10 (BO).Senecio rufescens;12.8494045496335
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;75;125;110;80;539961.237335746;15625;Glacier 10 (BO).Senecio rufescens;13.199368990119
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;38;79;70;35;110029.046704227;6241;Glacier 10 (BO).Senecio rufescens;11.6090705557512
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;40;92;40;30;77073.7397680696;8464;Glacier 10 (BO).Senecio rufescens;11.2533327871803
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;83;180;137;70;1071691.50191909;32400;Glacier 10 (BO).Senecio rufescens;13.884807428093
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;40;57;40;45;47752.2083345648;3249;Glacier 10 (BO).Senecio rufescens;10.7750955172651
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;50;96;67;50;168389.366232413;9216;Glacier 10 (BO).Senecio rufescens;12.0344072976394
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;60;80;66;70;165876.092109541;6400;Glacier 10 (BO).Senecio rufescens;12.0193750717005
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;95;145;83;30;598643.570110925;21025;Glacier 10 (BO).Senecio rufescens;13.3025266099647
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;36;82;75;40;115924.768917463;6724;Glacier 10 (BO).Senecio rufescens;11.6612385744662
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;65;110;83;35;310729.69337881;12100;Glacier 10 (BO).Senecio rufescens;12.646880847096
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;64;92;97;70;299046.11030011;8464;Glacier 10 (BO).Senecio rufescens;12.608563141039
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;36;77;65;60;94342.0273873015;5929;Glacier 10 (BO).Senecio rufescens;11.4553478258128
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;50;100;81;40;212057.504117311;10000;Glacier 10 (BO).Senecio rufescens;12.2649090151192
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;84;155;120;60;818070.726994782;24025;Glacier 10 (BO).Senecio rufescens;13.6147808771321
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;43;45;38;70;38500.2179697429;2025;Glacier 10 (BO).Senecio rufescens;10.5600498385121
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;46;63;57;50;86491.1873459806;3969;Glacier 10 (BO).Senecio rufescens;11.3685239974124
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;52;88;87;50;208450.95575099;7744;Glacier 10 (BO).Senecio rufescens;12.2477604456321
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;42;92;81;75;163878.039181858;8464;Glacier 10 (BO).Senecio rufescens;12.0072610993253
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;110;195;98;65;1100656.98618518;38025;Glacier 10 (BO).Senecio rufescens;13.9114749037901
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;65;145;102;60;503361.682921425;21025;Glacier 10 (BO).Senecio rufescens;13.1291890588975
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;50;91;58;55;138177.716880391;8281;Glacier 10 (BO).Senecio rufescens;11.8367505534561
Deyeuxia nitidula;Senecio rufescens;B;Glacier 10 (BO);Erect shrub;0.828436628779755;37;70;70;40;94928.4580159716;4900;Glacier 10 (BO).Senecio rufescens;11.4615404807903
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;65;130;86;50;380499.230227284;16900;Glacier 10 (BO).Senecio rufescens;12.8494045496335
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;75;125;110;80;539961.237335746;15625;Glacier 10 (BO).Senecio rufescens;13.199368990119
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;38;79;70;35;110029.046704227;6241;Glacier 10 (BO).Senecio rufescens;11.6090705557512
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;40;92;40;30;77073.7397680696;8464;Glacier 10 (BO).Senecio rufescens;11.2533327871803
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;83;180;137;70;1071691.50191909;32400;Glacier 10 (BO).Senecio rufescens;13.884807428093
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;40;57;40;45;47752.2083345648;3249;Glacier 10 (BO).Senecio rufescens;10.7750955172651
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;50;96;67;50;168389.366232413;9216;Glacier 10 (BO).Senecio rufescens;12.0344072976394
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;60;80;66;70;165876.092109541;6400;Glacier 10 (BO).Senecio rufescens;12.0193750717005
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;95;145;83;30;598643.570110925;21025;Glacier 10 (BO).Senecio rufescens;13.3025266099647
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;36;82;75;40;115924.768917463;6724;Glacier 10 (BO).Senecio rufescens;11.6612385744662
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;65;110;83;35;310729.69337881;12100;Glacier 10 (BO).Senecio rufescens;12.646880847096
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;64;92;97;70;299046.11030011;8464;Glacier 10 (BO).Senecio rufescens;12.608563141039
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;36;77;65;60;94342.0273873015;5929;Glacier 10 (BO).Senecio rufescens;11.4553478258128
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;50;100;81;40;212057.504117311;10000;Glacier 10 (BO).Senecio rufescens;12.2649090151192
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;84;155;120;60;818070.726994782;24025;Glacier 10 (BO).Senecio rufescens;13.6147808771321
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;43;45;38;70;38500.2179697429;2025;Glacier 10 (BO).Senecio rufescens;10.5600498385121
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;46;63;57;50;86491.1873459806;3969;Glacier 10 (BO).Senecio rufescens;11.3685239974124
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;52;88;87;50;208450.95575099;7744;Glacier 10 (BO).Senecio rufescens;12.2477604456321
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;42;92;81;75;163878.039181858;8464;Glacier 10 (BO).Senecio rufescens;12.0072610993253
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;110;195;98;65;1100656.98618518;38025;Glacier 10 (BO).Senecio rufescens;13.9114749037901
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;65;145;102;60;503361.682921425;21025;Glacier 10 (BO).Senecio rufescens;13.1291890588975
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;50;91;58;55;138177.716880391;8281;Glacier 10 (BO).Senecio rufescens;11.8367505534561
Deyeuxia nitidula;Senecio rufescens;A;Glacier 10 (BO);Erect shrub;0.620018535681186;37;70;70;40;94928.4580159716;4900;Glacier 10 (BO).Senecio rufescens;11.4615404807903
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.422105055995795;31;27;28;90;12271.0609049217;729;Uruashraju (PE).Cinnagrostis rigida;9.4201062606858
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.520396462047739;42;69;55;90;83456.4088426129;4761;Uruashraju (PE).Cinnagrostis rigida;11.3328323117878
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.452698240152785;27;47;37;95;24584.5333106669;2209;Uruashraju (PE).Cinnagrostis rigida;10.1124252838485
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.449088341718155;36;59;51;80;56718.3137679101;3481;Uruashraju (PE).Cinnagrostis rigida;10.9469596063113
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.487753809326801;38;39;56;90;43454.509584454;1521;Uruashraju (PE).Cinnagrostis rigida;10.6809147913717
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.466083193232632;29;73;55;80;60965.2234367879;5329;Uruashraju (PE).Cinnagrostis rigida;11.019088960208
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.575422208063873;45;51;47;95;56477.9819299105;2601;Uruashraju (PE).Cinnagrostis rigida;10.9427180241929
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.495079706005324;45;36;40;85;33929.2006587698;1296;Uruashraju (PE).Cinnagrostis rigida;10.4338814382499
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.490181136762837;38;37;30;80;22085.3963547362;1369;Uruashraju (PE).Cinnagrostis rigida;10.0055127816557
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.528656878683701;26;70;61;85;58129.9360669231;4900;Uruashraju (PE).Cinnagrostis rigida;10.9715163634553
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.479105795753953;29;25;18;90;6832.9640215578;625;Uruashraju (PE).Cinnagrostis rigida;8.83866721135867
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.484540118220806;32;51;38;85;32471.5016675041;2601;Uruashraju (PE).Cinnagrostis rigida;10.3900512267208
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.428459363180236;45;38;34;85;30442.0328132851;1444;Uruashraju (PE).Cinnagrostis rigida;10.3256414471348
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.3674545616929;42;52;50;95;57176.9862953342;2704;Uruashraju (PE).Cinnagrostis rigida;10.9550050566633
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.421742790713717;23;45;25;85;13548.118318606;2025;Uruashraju (PE).Cinnagrostis rigida;9.51862990743916
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.487808604706793;39;30;36;95;22053.9804282003;900;Uruashraju (PE).Cinnagrostis rigida;10.0040933350015
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.430438279261665;26;94;73;90;93416.3047520437;8836;Uruashraju (PE).Cinnagrostis rigida;11.4454935524646
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.516543520834037;35;43;26;90;20488.4200891614;1849;Uruashraju (PE).Cinnagrostis rigida;9.9306771398319
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.518357284100677;38;32;28;85;17827.4911115709;1024;Uruashraju (PE).Cinnagrostis rigida;9.79201522914265
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.492972143763888;38;38;47;80;35535.6017023053;1444;Uruashraju (PE).Cinnagrostis rigida;10.4800569146186
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.472020296636015;37;48;51;95;47425.4826985915;2304;Uruashraju (PE).Cinnagrostis rigida;10.7682389503188
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.4138186401875;28;92;90;80;121391.14013471;8464;Uruashraju (PE).Cinnagrostis rigida;11.7072906386117
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.466656252783076;29;40;28;85;17006.4882314327;1600;Uruashraju (PE).Cinnagrostis rigida;9.74503798397614
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.459457988890072;62;55;50;90;89273.5912395099;3025;Uruashraju (PE).Cinnagrostis rigida;11.400164557084
Deyeuxia ovata;Cinnagrostis rigida;A;Uruashraju (PE);Tussock grass;0.515264590442923;38;40;35;75;27855.4548618295;1600;Uruashraju (PE).Cinnagrostis rigida;10.237037190914
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;41;65;45;50;62792.583163626;4225;Uruashraju (PE).Senecio sublutescens;11.0485923680906
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;24;72;69;30;62429.7292121364;5184;Uruashraju (PE).Senecio sublutescens;11.042802805684
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;45;56;50;50;65973.4457253857;3136;Uruashraju (PE).Senecio sublutescens;11.0979595302803
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;52;69;93;75;174716.533836743;4761;Uruashraju (PE).Senecio sublutescens;12.0712796899829
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;55;34;40;65;39165.1884147528;1156;Uruashraju (PE).Senecio sublutescens;10.5771465731794
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;60;104;70;65;228707.945181337;10816;Uruashraju (PE).Senecio sublutescens;12.3404758075788
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;68;75;58;80;154880.517821977;5625;Uruashraju (PE).Senecio sublutescens;11.9508148431277
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;49;43;52;70;57367.576249652;1849;Uruashraju (PE).Senecio sublutescens;10.9583291999227
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;60;75;72;75;169646.003293849;5625;Uruashraju (PE).Senecio sublutescens;12.041839513196
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;48;102;77;30;197392.549610354;10404;Uruashraju (PE).Senecio sublutescens;12.1932679211594
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;45;97;133;75;303972.651179714;9409;Uruashraju (PE).Senecio sublutescens;12.6248996940796
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;44;115;52;45;137769.309835424;13225;Uruashraju (PE).Senecio sublutescens;11.8337918591914
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;53;90;95;30;237268.785162369;8100;Uruashraju (PE).Senecio sublutescens;12.3772136700233
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;80;92;106;70;408490.820770769;8464;Uruashraju (PE).Senecio sublutescens;12.9203785252302
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;60;97;90;80;274261.038658389;9409;Uruashraju (PE).Senecio sublutescens;12.5220646965133
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;83;80;108;65;375483.153957052;6400;Uruashraju (PE).Senecio sublutescens;12.8361362082276
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;42;66;27;55;39188.2267608791;4356;Uruashraju (PE).Senecio sublutescens;10.5777336939029
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;60;72;74;85;167384.056583264;5184;Uruashraju (PE).Senecio sublutescens;12.0284214960033
Deyeuxia ovata;Senecio sublutescens;B;Uruashraju (PE);Erect shrub;-0.507692307692308;50;90;54;45;127234.502470387;8100;Uruashraju (PE).Senecio sublutescens;11.754280844212
